Date,Day,Permit,Field
Mar 1,Wed,05:45 PM - 09:00 PM,lw3
Mar 1,Wed,05:45 PM - 09:15 PM,lw4
Mar 1,Wed,05:45 PM - 09:00 PM,lw5
Mar 1,Wed,05:45 PM - 09:00 PM,lw6
Mar 2,Thu,05:45 PM - 09:00 PM,lw3
Mar 2,Thu,05:45 PM - 09:00 PM,lw4
Mar 2,Thu,05:45 PM - 09:00 PM,lw5
Mar 2,Thu,05:45 PM - 09:00 PM,lw6
Mar 3,Fri,05:45 PM - 08:00 PM,lw3
Mar 3,Fri,05:45 PM - 08:00 PM,lw4
Mar 3,Fri,05:45 PM - 08:00 PM,lw5
Mar 3,Fri,05:45 PM - 08:00 PM,lw6
Mar 4,Sat,08:00 AM - 02:00 PM,lw3
Mar 4,Sat,09:00 AM - 05:00 PM,lw4
Mar 4,Sat,09:00 AM - 05:00 PM,lw5
Mar 4,Sat,09:00 AM - 05:00 PM,lw6
Mar 6,Mon,05:45 PM - 09:00 PM,lw3
Mar 6,Mon,05:45 PM - 09:00 PM,lw4
Mar 6,Mon,05:45 PM - 09:00 PM,lw5
Mar 6,Mon,05:15 PM - 09:00 PM,lw6
Mar 7,Tue,05:45 PM - 09:00 PM,lw3
Mar 7,Tue,05:45 PM - 09:00 PM,lw4
Mar 7,Tue,05:45 PM - 09:00 PM,lw5
Mar 7,Tue,05:15 PM - 09:00 PM,lw6
Mar 8,Wed,05:45 PM - 09:00 PM,lw3
Mar 8,Wed,05:45 PM - 09:15 PM,lw4
Mar 8,Wed,05:45 PM - 09:00 PM,lw5
Mar 8,Wed,05:15 PM - 09:00 PM,lw6
Mar 9,Thu,05:45 PM - 09:00 PM,lw3
Mar 9,Thu,05:45 PM - 09:00 PM,lw4
Mar 9,Thu,05:45 PM - 09:00 PM,lw5
Mar 9,Thu,05:15 PM - 09:00 PM,lw6
Mar 10,Fri,05:45 PM - 08:00 PM,lw3
Mar 10,Fri,05:45 PM - 08:00 PM,lw4
Mar 10,Fri,05:45 PM - 08:00 PM,lw5
Mar 10,Fri,05:15 PM - 08:00 PM,lw6
Mar 11,Sat,08:30 AM - 05:30 PM,bfday
Mar 11,Sat,08:30 AM - 06:00 PM,lw3
Mar 11,Sat,08:30 AM - 06:00 PM,lw4
Mar 11,Sat,08:30 AM - 06:00 PM,lw5
Mar 11,Sat,08:30 AM - 06:00 PM,lw6
Mar 11,Sat,08:30 AM - 05:30 PM,ross
Mar 13,Mon,05:00 PM - 07:00 PM,bfday
Mar 13,Mon,05:45 PM - 09:00 PM,lw3
Mar 13,Mon,05:45 PM - 09:00 PM,lw4
Mar 13,Mon,05:45 PM - 09:00 PM,lw5
Mar 13,Mon,05:00 PM - 09:00 PM,lw6
Mar 13,Mon,05:00 PM - 07:00 PM,ross
Mar 14,Tue,05:00 PM - 07:00 PM,bfday
Mar 14,Tue,05:45 PM - 09:00 PM,lw3
Mar 14,Tue,05:45 PM - 09:00 PM,lw4
Mar 14,Tue,05:45 PM - 09:00 PM,lw5
Mar 14,Tue,05:45 PM - 09:00 PM,lw6
Mar 14,Tue,06:00 PM - 07:00 PM,ross
Mar 15,Wed,05:45 PM - 06:00 PM,lw3
Mar 15,Wed,06:00 PM - 09:00 PM,lw3
Mar 15,Wed,05:45 PM - 09:15 PM,lw4
Mar 15,Wed,05:45 PM - 09:00 PM,lw5
Mar 15,Wed,05:15 PM - 09:00 PM,lw6
Mar 15,Wed,05:00 PM - 07:00 PM,ross
Mar 16,Thu,05:00 PM - 07:00 PM,bfday
Mar 16,Thu,05:45 PM - 09:00 PM,lw3
Mar 16,Thu,06:00 PM - 09:00 PM,lw4
Mar 16,Thu,05:45 PM - 09:00 PM,lw5
Mar 16,Thu,05:45 PM - 09:00 PM,lw6
Mar 16,Thu,06:00 PM - 07:00 PM,ross
Mar 17,Fri,05:00 PM - 07:00 PM,bfday
Mar 17,Fri,05:45 PM - 08:00 PM,lw3
Mar 17,Fri,05:45 PM - 08:00 PM,lw4
Mar 17,Fri,05:45 PM - 08:00 PM,lw5
Mar 17,Fri,05:15 PM - 08:00 PM,lw6
Mar 17,Fri,05:00 PM - 07:00 PM,ross
Mar 18,Sat,08:30 AM - 05:30 PM,bfday
Mar 18,Sat,08:30 AM - 06:00 PM,lw3
Mar 18,Sat,08:30 AM - 06:00 PM,lw4
Mar 18,Sat,08:30 AM - 06:00 PM,lw5
Mar 18,Sat,08:30 AM - 06:00 PM,lw6
Mar 18,Sat,08:30 AM - 05:30 PM,ross
Mar 19,Sun,09:00 AM - 05:00 PM,ross
Mar 20,Mon,05:00 PM - 07:00 PM,bfday
Mar 20,Mon,05:45 PM - 09:00 PM,lw3
Mar 20,Mon,05:45 PM - 09:00 PM,lw4
Mar 20,Mon,05:45 PM - 09:00 PM,lw5
Mar 20,Mon,05:15 PM - 09:00 PM,lw6
Mar 20,Mon,05:00 PM - 07:00 PM,ross
Mar 21,Tue,05:00 PM - 07:00 PM,bfday
Mar 21,Tue,05:45 PM - 09:00 PM,lw3
Mar 21,Tue,05:45 PM - 09:00 PM,lw4
Mar 21,Tue,05:45 PM - 09:00 PM,lw5
Mar 21,Tue,05:45 PM - 09:30 PM,lw6
Mar 21,Tue,05:00 PM - 07:00 PM,ross
Mar 22,Wed,05:00 PM - 07:00 PM,bfday
Mar 22,Wed,05:45 PM - 09:00 PM,lw3
Mar 22,Wed,05:45 PM - 09:15 PM,lw4
Mar 22,Wed,05:45 PM - 09:00 PM,lw5
Mar 22,Wed,05:15 PM - 09:00 PM,lw6
Mar 22,Wed,05:00 PM - 07:00 PM,ross
Mar 23,Thu,05:00 PM - 07:00 PM,bfday
Mar 23,Thu,05:45 PM - 09:00 PM,lw3
Mar 23,Thu,05:45 PM - 09:00 PM,lw4
Mar 23,Thu,05:45 PM - 09:00 PM,lw5
Mar 23,Thu,05:15 PM - 09:00 PM,lw6
Mar 23,Thu,05:00 PM - 07:00 PM,ross
Mar 24,Fri,05:00 PM - 07:00 PM,bfday
Mar 24,Fri,05:45 PM - 08:00 PM,lw3
Mar 24,Fri,05:45 PM - 08:00 PM,lw4
Mar 24,Fri,05:45 PM - 08:00 PM,lw5
Mar 24,Fri,05:45 PM - 08:00 PM,lw6
Mar 24,Fri,05:00 PM - 07:00 PM,ross
Mar 25,Sat,08:30 AM - 05:30 PM,bfday
Mar 25,Sat,08:30 AM - 06:00 PM,lw3
Mar 25,Sat,08:30 AM - 06:00 PM,lw4
Mar 25,Sat,08:30 AM - 06:00 PM,lw5
Mar 25,Sat,08:30 AM - 06:00 PM,lw6
Mar 25,Sat,08:30 AM - 05:30 PM,ross
Mar 26,Sun,09:00 AM - 05:00 PM,ross
Mar 27,Mon,05:00 PM - 07:00 PM,bfday
Mar 27,Mon,05:45 PM - 09:00 PM,lw3
Mar 27,Mon,05:45 PM - 08:00 PM,lw4
Mar 27,Mon,05:45 PM - 08:15 PM,lw5
Mar 27,Mon,05:45 PM - 09:00 PM,lw6
Mar 27,Mon,05:00 PM - 07:00 PM,ross
Mar 28,Tue,05:00 PM - 07:00 PM,bfday
Mar 28,Tue,05:45 PM - 09:00 PM,lw3
Mar 28,Tue,05:45 PM - 06:00 PM,lw4
Mar 28,Tue,06:00 PM - 08:00 PM,lw4
Mar 28,Tue,05:45 PM - 08:15 PM,lw5
Mar 28,Tue,05:45 PM - 09:30 PM,lw6
Mar 28,Tue,05:00 PM - 07:00 PM,ross
Mar 29,Wed,05:00 PM - 07:00 PM,bfday
Mar 29,Wed,05:45 PM - 09:00 PM,lw3
Mar 29,Wed,05:45 PM - 08:00 PM,lw4
Mar 29,Wed,05:45 PM - 08:15 PM,lw5
Mar 29,Wed,05:15 PM - 09:00 PM,lw6
Mar 29,Wed,05:00 PM - 07:00 PM,ross
Mar 30,Thu,05:00 PM - 07:00 PM,bfday
Mar 30,Thu,05:45 PM - 09:00 PM,lw3
Mar 30,Thu,06:00 PM - 08:00 PM,lw4
Mar 30,Thu,05:45 PM - 08:15 PM,lw5
Mar 30,Thu,06:00 PM - 09:00 PM,lw6
Mar 30,Thu,05:00 PM - 07:00 PM,ross
Mar 31,Fri,05:00 PM - 07:00 PM,bfday
Mar 31,Fri,05:45 PM - 08:00 PM,lw3
Mar 31,Fri,05:45 PM - 08:00 PM,lw4
Mar 31,Fri,05:45 PM - 08:00 PM,lw5
Mar 31,Fri,06:00 PM - 08:00 PM,lw6
Mar 31,Fri,05:00 PM - 07:00 PM,ross
Apr 1,Sat,08:30 AM - 05:30 PM,bfday
Apr 1,Sat,08:30 AM - 06:00 PM,lw3
Apr 1,Sat,08:30 AM - 06:00 PM,lw4
Apr 1,Sat,08:30 AM - 06:00 PM,lw5
Apr 1,Sat,08:30 AM - 06:00 PM,lw6
Apr 1,Sat,08:30 AM - 05:30 PM,ross
Apr 2,Sun,09:30 AM - 11:30 AM,lw6
Apr 2,Sun,09:00 AM - 05:00 PM,ross
Apr 3,Mon,05:00 PM - 07:00 PM,bfday
Apr 3,Mon,05:45 PM - 09:00 PM,lw3
Apr 3,Mon,05:45 PM - 09:00 PM,lw4
Apr 3,Mon,05:45 PM - 09:00 PM,lw5
Apr 3,Mon,05:15 PM - 09:00 PM,lw6
Apr 3,Mon,05:00 PM - 07:00 PM,ross
Apr 4,Tue,05:00 PM - 07:00 PM,bfday
Apr 4,Tue,05:45 PM - 09:00 PM,lw3
Apr 4,Tue,05:45 PM - 09:00 PM,lw4
Apr 4,Tue,06:00 PM - 09:00 PM,lw5
Apr 4,Tue,05:15 PM - 09:00 PM,lw6
Apr 4,Tue,05:00 PM - 07:00 PM,ross
Apr 5,Wed,05:00 PM - 07:00 PM,bfday
Apr 5,Wed,05:45 PM - 09:00 PM,lw3
Apr 5,Wed,05:45 PM - 09:00 PM,lw4
Apr 5,Wed,05:45 PM - 09:00 PM,lw5
Apr 5,Wed,05:15 PM - 09:00 PM,lw6
Apr 5,Wed,05:00 PM - 07:00 PM,ross
Apr 6,Thu,05:00 PM - 07:00 PM,bfday
Apr 6,Thu,05:45 PM - 09:00 PM,lw3
Apr 6,Thu,06:00 PM - 08:00 PM,lw4
Apr 6,Thu,06:00 PM - 08:15 PM,lw5
Apr 6,Thu,05:15 PM - 09:00 PM,lw6
Apr 6,Thu,05:00 PM - 07:00 PM,ross
Apr 7,Fri,05:00 PM - 07:00 PM,bfday
Apr 7,Fri,05:45 PM - 08:00 PM,lw3
Apr 7,Fri,05:45 PM - 06:00 PM,lw4
Apr 7,Fri,06:00 PM - 08:00 PM,lw4
Apr 7,Fri,06:00 PM - 08:00 PM,lw5
Apr 7,Fri,05:15 PM - 08:00 PM,lw6
Apr 7,Fri,05:00 PM - 07:00 PM,ross
Apr 8,Sat,08:30 AM - 05:30 PM,bfday
Apr 8,Sat,08:30 AM - 06:00 PM,lw3
Apr 8,Sat,08:30 AM - 06:00 PM,lw4
Apr 8,Sat,08:30 AM - 06:00 PM,lw5
Apr 8,Sat,08:30 AM - 06:00 PM,lw6
Apr 8,Sat,08:30 AM - 05:30 PM,ross
Apr 9,Sun,09:00 AM - 05:00 PM,ross
Apr 10,Mon,05:00 PM - 07:00 PM,bfday
Apr 10,Mon,05:45 PM - 09:00 PM,lw3
Apr 10,Mon,05:45 PM - 09:00 PM,lw4
Apr 10,Mon,05:45 PM - 09:00 PM,lw5
Apr 10,Mon,05:15 PM - 08:00 PM,lw6
Apr 10,Mon,05:00 PM - 07:00 PM,ross
Apr 11,Tue,05:00 PM - 07:00 PM,bfday
Apr 11,Tue,05:45 PM - 09:00 PM,lw3
Apr 11,Tue,05:45 PM - 09:00 PM,lw4
Apr 11,Tue,05:45 PM - 09:00 PM,lw5
Apr 11,Tue,05:45 PM - 09:30 PM,lw6
Apr 11,Tue,05:00 PM - 07:00 PM,ross
Apr 12,Wed,05:00 PM - 07:00 PM,bfday
Apr 12,Wed,05:45 PM - 08:00 PM,lw3
Apr 12,Wed,05:45 PM - 09:00 PM,lw4
Apr 12,Wed,05:45 PM - 09:00 PM,lw5
Apr 12,Wed,05:15 PM - 08:00 PM,lw6
Apr 12,Wed,05:00 PM - 07:00 PM,ross
Apr 13,Thu,05:00 PM - 07:00 PM,bfday
Apr 13,Thu,05:45 PM - 09:00 PM,lw3
Apr 13,Thu,05:45 PM - 08:00 PM,lw4
Apr 13,Thu,05:45 PM - 08:15 PM,lw5
Apr 13,Thu,05:45 PM - 09:00 PM,lw6
Apr 13,Thu,05:00 PM - 07:00 PM,ross
Apr 14,Fri,05:00 PM - 07:00 PM,bfday
Apr 14,Fri,05:45 PM - 08:00 PM,lw3
Apr 14,Fri,05:45 PM - 08:00 PM,lw4
Apr 14,Fri,05:45 PM - 08:00 PM,lw5
Apr 14,Fri,05:00 PM - 08:00 PM,lw6
Apr 14,Fri,05:00 PM - 07:00 PM,ross
Apr 15,Sat,08:30 AM - 05:30 PM,bfday
Apr 15,Sat,08:30 AM - 06:00 PM,lw3
Apr 15,Sat,08:30 AM - 06:00 PM,lw4
Apr 15,Sat,08:30 AM - 06:00 PM,lw5
Apr 15,Sat,08:30 AM - 06:00 PM,lw6
Apr 15,Sat,08:30 AM - 05:30 PM,ross
Apr 16,Sun,09:00 AM - 05:00 PM,ross
Apr 17,Mon,05:00 PM - 07:00 PM,bfday
Apr 17,Mon,05:45 PM - 09:00 PM,lw3
Apr 17,Mon,05:45 PM - 09:00 PM,lw4
Apr 17,Mon,05:45 PM - 09:00 PM,lw5
Apr 17,Mon,05:00 PM - 07:00 PM,ross
Apr 18,Tue,05:00 PM - 07:00 PM,bfday
Apr 18,Tue,05:45 PM - 09:00 PM,lw3
Apr 18,Tue,06:00 PM - 09:00 PM,lw4
Apr 18,Tue,05:45 PM - 09:00 PM,lw5
Apr 18,Tue,05:00 PM - 09:00 PM,lw6
Apr 18,Tue,05:00 PM - 07:00 PM,ross
Apr 19,Wed,05:00 PM - 07:00 PM,bfday
Apr 19,Wed,05:45 PM - 08:30 PM,lw3
Apr 19,Wed,05:45 PM - 08:00 PM,lw4
Apr 19,Wed,05:45 PM - 08:15 PM,lw5
Apr 19,Wed,05:00 PM - 06:00 PM,lw6
Apr 19,Wed,05:00 PM - 07:00 PM,ross
Apr 20,Thu,05:00 PM - 07:00 PM,bfday
Apr 20,Thu,06:00 PM - 08:00 PM,lw3
Apr 20,Thu,05:45 PM - 09:00 PM,lw5
Apr 20,Thu,05:45 PM - 09:45 PM,lw6
Apr 20,Thu,05:00 PM - 07:00 PM,ross
Apr 21,Fri,05:00 PM - 07:00 PM,bfday
Apr 21,Fri,05:45 PM - 08:00 PM,lw3
Apr 21,Fri,05:45 PM - 08:00 PM,lw4
Apr 21,Fri,05:45 PM - 08:00 PM,lw5
Apr 21,Fri,05:45 PM - 07:15 PM,lw6
Apr 21,Fri,05:00 PM - 07:00 PM,ross
Apr 22,Sat,08:30 AM - 05:30 PM,bfday
Apr 22,Sat,08:30 AM - 06:00 PM,lw3
Apr 22,Sat,08:30 AM - 06:00 PM,lw4
Apr 22,Sat,08:30 AM - 06:00 PM,lw5
Apr 22,Sat,08:30 AM - 06:00 PM,lw6
Apr 22,Sat,08:30 AM - 05:30 PM,ross
Apr 23,Sun,02:30 PM - 08:00 PM,eagle staff 60
Apr 23,Sun,09:00 AM - 05:00 PM,ross
Apr 24,Mon,05:00 PM - 07:00 PM,bfday
Apr 24,Mon,05:45 PM - 08:00 PM,lw3
Apr 24,Mon,05:45 PM - 09:00 PM,lw4
Apr 24,Mon,05:45 PM - 09:00 PM,lw5
Apr 24,Mon,05:00 PM - 07:00 PM,ross
Apr 25,Tue,05:00 PM - 07:00 PM,bfday
Apr 25,Tue,05:45 PM - 09:00 PM,lw3
Apr 25,Tue,05:45 PM - 09:00 PM,lw4
Apr 25,Tue,05:45 PM - 09:00 PM,lw5
Apr 25,Tue,05:45 PM - 09:00 PM,lw6
Apr 25,Tue,05:00 PM - 07:00 PM,ross
Apr 26,Wed,05:00 PM - 07:00 PM,bfday
Apr 26,Wed,05:45 PM - 08:00 PM,lw3
Apr 26,Wed,05:45 PM - 08:15 PM,lw4
Apr 26,Wed,05:45 PM - 08:15 PM,lw5
Apr 26,Wed,05:00 PM - 07:00 PM,ross
Apr 27,Thu,05:00 PM - 07:00 PM,bfday
Apr 27,Thu,05:45 PM - 09:00 PM,lw3
Apr 27,Thu,05:45 PM - 09:00 PM,lw4
Apr 27,Thu,05:45 PM - 09:00 PM,lw5
Apr 27,Thu,05:45 PM - 09:00 PM,lw6
Apr 27,Thu,05:00 PM - 07:00 PM,ross
Apr 28,Fri,05:00 PM - 07:00 PM,bfday
Apr 28,Fri,05:45 PM - 08:00 PM,lw3
Apr 28,Fri,05:45 PM - 08:00 PM,lw4
Apr 28,Fri,05:45 PM - 08:00 PM,lw5
Apr 28,Fri,05:00 PM - 08:00 PM,lw6
Apr 28,Fri,05:00 PM - 07:00 PM,ross
Apr 29,Sat,08:30 AM - 05:30 PM,bfday
Apr 29,Sat,08:30 AM - 07:00 PM,lw3
Apr 29,Sat,08:30 AM - 07:00 PM,lw4
Apr 29,Sat,08:30 AM - 07:00 PM,lw5
Apr 29,Sat,08:30 AM - 07:00 PM,lw6
Apr 29,Sat,08:30 AM - 05:30 PM,ross
Apr 30,Sun,09:00 AM - 05:00 PM,ross
May 1,Mon,05:00 PM - 07:00 PM,bfday
May 1,Mon,05:45 PM - 08:00 PM,lw3
May 1,Mon,05:45 PM - 09:00 PM,lw4
May 1,Mon,06:00 PM - 09:00 PM,lw5
May 1,Mon,05:15 PM - 08:00 PM,lw6
May 1,Mon,05:00 PM - 07:00 PM,ross
May 2,Tue,05:00 PM - 07:00 PM,bfday
May 2,Tue,05:45 PM - 09:00 PM,lw3
May 2,Tue,05:45 PM - 09:00 PM,lw4
May 2,Tue,05:45 PM - 08:15 PM,lw5
May 2,Tue,05:45 PM - 09:00 PM,lw6
May 2,Tue,05:00 PM - 07:00 PM,ross
May 3,Wed,05:00 PM - 07:00 PM,bfday
May 3,Wed,05:45 PM - 08:00 PM,lw3
May 3,Wed,05:45 PM - 08:30 PM,lw4
May 3,Wed,05:00 PM - 07:00 PM,lw6
May 3,Wed,05:00 PM - 07:00 PM,ross
May 4,Thu,05:00 PM - 07:00 PM,bfday
May 4,Thu,05:45 PM - 09:00 PM,lw3
May 4,Thu,05:45 PM - 09:00 PM,lw4
May 4,Thu,05:45 PM - 09:00 PM,lw5
May 4,Thu,05:00 PM - 07:00 PM,ross
May 5,Fri,05:00 PM - 07:00 PM,bfday
May 5,Fri,06:00 PM - 09:00 PM,lw3
May 5,Fri,05:45 PM - 09:00 PM,lw4
May 5,Fri,05:45 PM - 09:00 PM,lw5
May 5,Fri,05:00 PM - 07:00 PM,ross
May 6,Sat,08:30 AM - 05:30 PM,bfday
May 6,Sat,08:30 AM - 07:00 PM,lw3
May 6,Sat,08:30 AM - 07:00 PM,lw4
May 6,Sat,08:30 AM - 07:00 PM,lw5
May 6,Sat,08:30 AM - 07:00 PM,lw6
May 6,Sat,08:30 AM - 05:30 PM,ross
May 7,Sun,09:00 AM - 05:00 PM,ross
May 8,Mon,05:00 PM - 07:00 PM,bfday
May 8,Mon,05:45 PM - 09:00 PM,lw4
May 8,Mon,05:45 PM - 09:00 PM,lw5
May 8,Mon,05:30 PM - 08:00 PM,lw6
May 8,Mon,05:00 PM - 07:00 PM,ross
May 9,Tue,05:00 PM - 07:00 PM,bfday
May 9,Tue,05:45 PM - 09:00 PM,lw3
May 9,Tue,05:45 PM - 09:00 PM,lw4
May 9,Tue,05:45 PM - 09:00 PM,lw5
May 9,Tue,05:15 PM - 09:00 PM,lw6
May 9,Tue,05:00 PM - 07:00 PM,ross
May 10,Wed,05:00 PM - 07:00 PM,bfday
May 10,Wed,05:45 PM - 08:00 PM,lw3
May 10,Wed,05:45 PM - 08:30 PM,lw4
May 10,Wed,05:45 PM - 08:15 PM,lw5
May 10,Wed,05:00 PM - 07:00 PM,lw6
May 10,Wed,05:00 PM - 07:00 PM,ross
May 11,Thu,05:00 PM - 07:00 PM,bfday
May 11,Thu,05:45 PM - 09:00 PM,lw3
May 11,Thu,05:45 PM - 09:00 PM,lw4
May 11,Thu,05:45 PM - 09:00 PM,lw5
May 11,Thu,05:15 PM - 09:00 PM,lw6
May 11,Thu,05:00 PM - 07:00 PM,ross
May 12,Fri,05:00 PM - 07:00 PM,bfday
May 12,Fri,05:45 PM - 08:00 PM,lw3
May 12,Fri,05:45 PM - 08:00 PM,lw4
May 12,Fri,05:45 PM - 08:00 PM,lw5
May 12,Fri,05:15 PM - 08:00 PM,lw6
May 12,Fri,05:00 PM - 07:00 PM,ross
May 13,Sat,08:30 AM - 05:30 PM,bfday
May 13,Sat,08:30 AM - 07:00 PM,lw3
May 13,Sat,08:30 AM - 07:00 PM,lw4
May 13,Sat,08:30 AM - 07:00 PM,lw5
May 13,Sat,08:30 AM - 07:00 PM,lw6
May 13,Sat,08:30 AM - 05:30 PM,ross
May 14,Sun,09:00 AM - 05:00 PM,ross
May 15,Mon,05:00 PM - 07:00 PM,bfday
May 15,Mon,05:45 PM - 09:00 PM,lw4
May 15,Mon,05:45 PM - 09:00 PM,lw5
May 15,Mon,05:15 PM - 09:00 PM,lw6
May 15,Mon,05:00 PM - 07:00 PM,ross
May 16,Tue,05:30 PM - 07:30 PM,bfday
May 16,Tue,05:45 PM - 09:00 PM,lw3
May 16,Tue,05:45 PM - 09:00 PM,lw4
May 16,Tue,05:45 PM - 09:00 PM,lw5
May 16,Tue,05:15 PM - 09:00 PM,lw6
May 16,Tue,05:00 PM - 07:00 PM,ross
May 17,Wed,05:00 PM - 07:00 PM,bfday
May 17,Wed,05:45 PM - 08:00 PM,lw3
May 17,Wed,05:45 PM - 08:30 PM,lw4
May 17,Wed,05:45 PM - 08:15 PM,lw5
May 17,Wed,05:00 PM - 07:00 PM,ross
May 18,Thu,05:00 PM - 07:00 PM,bfday
May 18,Thu,05:45 PM - 08:00 PM,lw3
May 18,Thu,05:45 PM - 08:30 PM,lw4
May 18,Thu,05:45 PM - 08:15 PM,lw5
May 18,Thu,05:15 PM - 09:00 PM,lw6
May 18,Thu,05:00 PM - 07:00 PM,ross
May 19,Fri,05:00 PM - 07:00 PM,bfday
May 19,Fri,05:45 PM - 08:00 PM,lw3
May 19,Fri,05:45 PM - 08:00 PM,lw4
May 19,Fri,05:45 PM - 08:00 PM,lw5
May 19,Fri,05:15 PM - 08:00 PM,lw6
May 19,Fri,05:00 PM - 07:00 PM,ross
May 20,Sat,08:30 AM - 05:30 PM,bfday
May 20,Sat,08:30 AM - 07:00 PM,lw3
May 20,Sat,08:30 AM - 07:00 PM,lw4
May 20,Sat,08:30 AM - 07:00 PM,lw5
May 20,Sat,08:30 AM - 07:00 PM,lw6
May 20,Sat,08:30 AM - 05:30 PM,ross
May 21,Sun,09:00 AM - 05:00 PM,ross
May 22,Mon,05:00 PM - 07:00 PM,bfday
May 22,Mon,05:45 PM - 09:00 PM,lw4
May 22,Mon,05:45 PM - 09:00 PM,lw5
May 22,Mon,05:45 PM - 09:00 PM,lw6
May 22,Mon,05:30 PM - 07:30 PM,ross
May 23,Tue,05:00 PM - 07:00 PM,bfday
May 23,Tue,05:45 PM - 09:00 PM,lw3
May 23,Tue,05:45 PM - 09:00 PM,lw4
May 23,Tue,05:45 PM - 09:00 PM,lw5
May 23,Tue,05:45 PM - 08:00 PM,lw6
May 23,Tue,05:30 PM - 07:30 PM,ross
May 24,Wed,05:00 PM - 07:00 PM,bfday
May 24,Wed,05:45 PM - 09:00 PM,lw3
May 24,Wed,05:45 PM - 08:15 PM,lw4
May 24,Wed,05:45 PM - 08:30 PM,lw5
May 24,Wed,07:00 PM - 09:00 PM,lw6
May 24,Wed,05:30 PM - 07:30 PM,ross
May 25,Thu,05:00 PM - 07:00 PM,bfday
May 25,Thu,05:45 PM - 09:00 PM,lw3
May 25,Thu,05:45 PM - 08:00 PM,lw4
May 25,Thu,05:45 PM - 08:00 PM,lw5
May 25,Thu,05:45 PM - 08:00 PM,lw6
May 25,Thu,05:30 PM - 07:30 PM,ross
May 26,Fri,05:00 PM - 07:00 PM,bfday
May 26,Fri,03:30 PM - 05:45 PM,lw6
May 26,Fri,05:30 PM - 07:30 PM,ross
May 27,Sat,08:30 AM - 05:30 PM,bfday
May 27,Sat,08:30 AM - 05:30 PM,ross
May 29,Mon,04:30 PM - 06:30 PM,bfday
May 29,Mon,07:00 PM - 09:00 PM,lw3
May 29,Mon,07:00 PM - 09:00 PM,lw4
May 29,Mon,07:00 PM - 09:00 PM,lw5
May 29,Mon,07:00 PM - 08:00 PM,lw6
May 29,Mon,05:00 PM - 07:00 PM,ross
May 30,Tue,04:30 PM - 06:30 PM,bfday
May 30,Tue,05:45 PM - 09:00 PM,lw3
May 30,Tue,06:00 PM - 09:00 PM,lw4
May 30,Tue,05:45 PM - 09:00 PM,lw5
May 30,Tue,05:45 PM - 09:00 PM,lw6
May 30,Tue,05:00 PM - 07:00 PM,ross
